Simplified,Translation,Traditional,Pinyin
赏识员工的潜力是领导者的重要任务。,Trân trọng tiềm năng của nhân viên là một nhiệm vụ quan trọng đối với người lãnh đạo.,賞識員工的潛力是領導者的重要任務。,shǎngshí yuángōng de qiánlì shì lǐngdǎozhě de zhòngyào rènwù 。
他得到了朋友的特别赏。,Anh ấy nhận được sự khen ngợi đặc biệt từ bạn bè.,他得到了朋友的特別賞。,tā dédào le péngyǒu de tèbié shǎng 。
赏识员工的优点是领导者的重要技能。,Trân trọng điểm mạnh của nhân viên là một kỹ năng quan trọng đối với người lãnh đạo.,賞識員工的優點是領導者的重要技能。,shǎngshí yuángōng de yōudiǎn shì lǐngdǎozhě de zhòngyào jìnéng 。
他得到了同事的特别赏。,Anh ấy nhận được sự khen ngợi đặc biệt từ đồng nghiệp.,他得到了同事的特別賞。,tā dédào le tóngshì de tèbié shǎng 。
他赖在家里不出门，妈妈都来敲门了还不肯开门。,"Anh ta lười ra nhà, mẹ đã đập cửa rồi mà vẫn không chịu mở.",他賴在家裏不出門，媽媽都來敲門了還不肯開門。,tālài zài jiālǐ bù chūmén ， māmā dōu lái qiāomén le hái bùkěn kāimén 。
这笔钱你得赖清楚了再给我，我可不想白等。,"Anh phải tính toán rõ ràng số tiền đó rồi mới cho tôi, tôi không muốn đợi vô ích.",這筆錢你得賴清楚了再給我，我可不想白等。,zhèbǐ qián nǐ dé lài qīngchǔ le zài gěi wǒ ， wǒ kě bùxiǎng báiděng 。
他赖着不去上学，老师都打电话给家长了。,"Anh ta lảng tránh không đi học, thầy đã gọi điện cho phụ huynh.",他賴着不去上學，老師都打電話給家長了。,tālài zhe bù qù shàngxué ， lǎoshī dōu dǎdiànhuà gěi jiāzhǎng le 。
这个责任你得赖清楚，否则我不会放过你。,"Trách nhiệm này anh phải giải quyết rõ ràng, nếu không tôi sẽ không buông tha cho anh.",這個責任你得賴清楚，否則我不會放過你。,zhège zérèn nǐ dé lài qīngchǔ ， fǒuzé wǒ búhuì fàngguò nǐ 。
他赖在沙发上一动不动，显得很无聊。,"Anh ta lười nằm trên sofa, trông rất nhàm chán.",他賴在沙發上一動不動，顯得很無聊。,tālài zài shāfā shàng yīdòngbùdòng ， xiǎnde hěn wúliáo 。
这件事情他赖在一边，从不主动参与。,"Việc này anh ta lảng tránh, không bao giờ chủ động tham gia.",這件事情他賴在一邊，從不主動參與。,zhèjiàn shìqíng tālài zài yībiān ， cóngbù zhǔdòng cānyù 。
他赖在家里，连工作都不想找了。,"Anh ta lười ở nhà, đến công việc cũng không muốn tìm.",他賴在家裏，連工作都不想找了。,tālài zài jiālǐ ， lián gōngzuò dōu bùxiǎng zhǎo le 。
她这个人很能赖账，经常不还钱。,"Cô ta rất lươn gian, thường xuyên không trả tiền.",她這個人很能賴賬，經常不還錢。,tā zhège rén hěn néng làizhàng ， jīngcháng bù hái qián 。
他总是赖在家里不干活，真是个懒鬼。,"Anh ta luôn lười ở nhà không làm việc, quả thực là một thằng lười.",他總是賴在家裏不幹活，真是個懶鬼。,tā zǒngshì lài zài jiālǐ bù gànhuó ， zhēnshì gè lǎnguǐ 。
这个计划他一直赖着不提，现在大家都很不满。,"Dự án này anh ta luôn lảng tránh không đưa ra, bây giờ mọi người đều rất không hài lòng.",這個計劃他一直賴着不提，現在大家都很不滿。,zhège jìhuà tā yìzhí làizhe bù tí ， xiànzài dàjiā dōu hěn bùmǎn 。
他赖在家里，连门都不想出。,"Anh ta lười ra ngoài, đến cửa cũng không muốn mở.",他賴在家裏，連門都不想出。,tālài zài jiālǐ ， liánmén dōu bùxiǎng chū 。
他赖着不认账，大家都觉得他很狡猾。,"Anh ta lường gạt không chịu thừa nhận, mọi người đều nghĩ anh ta rất tinh ranh.",他賴着不認賬，大家都覺得他很狡猾。,tālài zhe bùrènzhàng ， dàjiā dōu juéde tā hěnjiǎohuá 。
她赖在家里，连电视都不想看。,"Cô ta lười ra ngoài, đến cái ti vi cũng không muốn xem.",她賴在家裏，連電視都不想看。,tā lài zài jiālǐ ， lián diànshì dōu bùxiǎng kàn 。
这件事他赖在家里，从不主动参与。,"Việc này anh ta lảng tránh ở nhà, không bao giờ chủ động tham gia.",這件事他賴在家裏，從不主動參與。,zhèjiàn shì tā lài zài jiālǐ ， cóngbù zhǔdòng cānyù 。
他一直赖在家里，从不主动去找工作。,"Anh ta luôn lười ở nhà, không bao giờ chủ động đi tìm việc.",他一直賴在家裏，從不主動去找工作。,tā yìzhí lài zài jiālǐ ， cóngbù zhǔdòng qù zhǎo gōngzuò 。
他赖在家里，连门都不想出，真是懒。,"Anh ta lười ra ngoài, đến cửa cũng không muốn mở, quả thực là một thằng lười.",他賴在家裏，連門都不想出，真是懶。,tālài zài jiālǐ ， liánmén dōu bùxiǎng chū ， zhēnshì lǎn 。
她总是赖在家里不出门，真是没劲。,"Cô ta luôn lười ra ngoài, thật là buồn chán.",她總是賴在家裏不出門，真是沒勁。,tā zǒngshì lài zài jiālǐ bù chūmén ， zhēnshì méijìn 。
这件事情他赖在家里，从不主动参与。,"Việc này anh ta lảng tránh ở nhà, không bao giờ chủ động tham gia.",這件事情他賴在家裏，從不主動參與。,zhèjiàn shìqíng tālài zài jiālǐ ， cóngbù zhǔdòng cānyù 。
这个项目实在太大了，我感觉有些累赘。,"Dự án này thực sự quá lớn, tôi cảm thấy hơi thừa.",這個項目實在太大了，我感覺有些累贅。,zhège xiàngmù shízài tàidà le ， wǒ gǎnjué yǒuxiē léizhuì 。
这本书的内容太复杂了，感觉有点累赘。,"Nội dung cuốn sách quá phức tạp, cảm thấy hơi thừa.",這本書的內容太複雜了，感覺有點累贅。,zhè běnshū de nèiróng tài fùzá le ， gǎnjué yǒudiǎn léizhuì 。
这次旅行带的东西太多了，感觉有些累赘。,"Lần du lịch này đã mang theo quá nhiều đồ, cảm thấy hơi thừa.",這次旅行帶的東西太多了，感覺有些累贅。,zhècì lǚxíng dài de dōngxī tàiduō le ， gǎnjué yǒuxiē léizhuì 。
他的话说得太多了，有点累赘。,"Anh ta nói quá nhiều, có chút thừa.",他的話說得太多了，有點累贅。,tā dehuà shuō dé tài duō le ， yǒudiǎn léizhuì 。
这个想法虽然不错，但感觉有点累赘。,"Ý tưởng này mặc dù không tồi, nhưng cảm thấy hơi thừa.",這個想法雖然不錯，但感覺有點累贅。,zhège xiǎngfǎ suīrán bùcuò ， dàn gǎnjué yǒudiǎn léizhuì 。
这篇文章写得太啰嗦，感觉有些累赘。,"Bài viết này viết quá dài dòng, cảm thấy hơi thừa.",這篇文章寫得太囉嗦，感覺有些累贅。,zhè piānwénzhāng xiě dé tài luōsuo ， gǎnjué yǒuxiē léizhuì 。
这个计划考虑得太复杂了，感觉有些累赘。,"Dự án này cân nhắc quá phức tạp, cảm thấy hơi thừa。",這個計劃考慮得太複雜了，感覺有些累贅。,zhège jìhuà kǎolǜ dé tài fùzá le ， gǎnjué yǒuxiē léizhuì 。
这个方案太过于冗长，感觉有点累赘。,"Phương án này quá dài dòng, cảm thấy hơi thừa。",這個方案太過於冗長，感覺有點累贅。,zhège fāngàn tài guòyú rǒngcháng ， gǎnjué yǒudiǎn léizhuì 。
他说话总是喜欢加很多修饰词，感觉有点累赘。,"Anh ta luôn thích thêm nhiều từ ngữ hoa mỹ, cảm thấy hơi thừa.",他說話總是喜歡加很多修飾詞，感覺有點累贅。,tā shuōhuà zǒngshì xǐhuān jiā hěnduō xiūshìcí ， gǎnjué yǒudiǎn léizhuì 。
这个会议开得太长了，感觉有些累赘。,"Buổi họp kéo dài quá lâu, cảm thấy hơi thừa.",這個會議開得太長了，感覺有些累贅。,zhège huìyì kāidé tàizhǎng le ， gǎnjué yǒuxiē léizhuì 。
这个礼物太贵重了，感觉有点累赘。,"Quà tặng này quá đắt, cảm thấy hơi thừa.",這個禮物太貴重了，感覺有點累贅。,zhège lǐwù tài guìzhòng le ， gǎnjué yǒudiǎn léizhuì 。
这个项目的技术要求太高了，感觉有点累赘。,"Yêu cầu kỹ thuật của dự án cao quá, cảm thấy hơi thừa。",這個項目的技術要求太高了，感覺有點累贅。,zhège xiàngmù de jìshù yāoqiú tàigāo le ， gǎnjué yǒudiǎn léizhuì 。
他说话总是喜欢加很多不必要的词语，感觉有点累赘。,"Anh ta luôn thích thêm nhiều từ ngữ không cần thiết, cảm thấy hơi thừa。",他說話總是喜歡加很多不必要的詞語，感覺有點累贅。,tā shuōhuà zǒngshì xǐhuān jiā hěnduō bùbìyào de cíyǔ ， gǎnjué yǒudiǎn léizhuì 。
这个设计方案太复杂了，感觉有点累赘。,"Thiết kế này quá phức tạp, cảm thấy hơi thừa。",這個設計方案太複雜了，感覺有點累贅。,zhège shèjìfāngàn tài fùzá le ， gǎnjué yǒudiǎn léizhuì 。
这个会议的议程安排得太满了，感觉有点累赘。,"Khung chương trình của buổi họp quá đầy, cảm thấy hơi thừa。",這個會議的議程安排得太滿了，感覺有點累贅。,zhège huìyì de yìchéng ānpái détàimǎn le ， gǎnjué yǒudiǎn léizhuì 。
他写的文章虽然好，但感觉有点累赘。,"Bài viết của anh ta mặc dù tốt, nhưng cảm thấy hơi thừa。",他寫的文章雖然好，但感覺有點累贅。,tā xiě de wénzhāng suīrán hǎo ， dàn gǎnjué yǒudiǎn léizhuì 。
这个项目的目标定得太高了，感觉有点累赘。,"Mục tiêu của dự án đặt quá cao, cảm thấy hơi thừa。",這個項目的目標定得太高了，感覺有點累贅。,zhège xiàngmù de mùbiāo dìngdé tàigāo le ， gǎnjué yǒudiǎn léizhuì 。
这个计划的执行步骤太多，感觉有点累赘。,"Các bước thực hiện của dự án quá nhiều, cảm thấy hơi thừa。",這個計劃的執行步驟太多，感覺有點累贅。,zhège jìhuà de zhíxíng bùzhòu tài duō ， gǎnjué yǒudiǎn léizhuì 。
这个比赛非常激烈，双方都全力以赴。,"Giải đấu này rất gay cấn, cả hai bên đều nỗ lực hết sức.",這個比賽非常激烈，雙方都全力以赴。,zhège bǐsài fēicháng jīliè ， shuāngfāng dōu quánlìyǐfù 。
这次比赛他表现得很好，赢得了大家的掌声。,"Trong cuộc thi này, anh ta đã thể hiện rất tốt và nhận được những tràng pháo tay từ mọi người.",這次比賽他表現得很好，贏得了大家的掌聲。,zhècì bǐsài tā biǎoxiàn dé hěn hǎo ， yíngdé le dàjiā de zhǎngshēng 。
这是一场非常公平的比赛。,Đây là một cuộc thi rất công bằng.,這是一場非常公平的比賽。,zhèshì yīcháng fēicháng gōngpíng de bǐsài 。
他喜欢和朋友一起打篮球比赛。,Anh ta thích thi đấu bóng rổ cùng bạn bè.,他喜歡和朋友一起打籃球比賽。,tā xǐhuān hé péngyǒu yìqǐ dǎ lánqiúbǐsài 。
这场比赛吸引了许多观众。,Cuộc thi này đã thu hút được rất nhiều khán giả.,這場比賽吸引了許多觀衆。,zhèchǎng bǐsài xīyǐn le xǔduō guānzhòng 。
他们队在比赛中表现出色。,Đội của họ đã thi đấu rất xuất sắc trong trận đấu.,他們隊在比賽中表現出色。,tāmen duì zài bǐsài zhōng biǎoxiànchūsè 。
他报名参加了周末的比赛。,Anh ta đã đăng ký tham gia giải đấu vào cuối tuần.,他報名參加了週末的比賽。,tā bàomíng cānjiā le zhōumò de bǐsài 。
比赛结束后，他们一起庆祝胜利。,"Sau khi kết thúc cuộc thi, họ đã tổ chức một bữa tiệc để ăn mừng chiến thắng.",比賽結束後，他們一起慶祝勝利。,bǐsài jiéshù hòu ， tāmen yìqǐ qìngzhù shènglì 。
他们之间有一场友谊赛。,Họ có một trận đấu giao hữu.,他們之間有一場友誼賽。,tāmen zhījiān yǒu yīcháng yǒuyìsài 。
这场比赛对球队意义重大。,Cuộc thi này có ý nghĩa rất quan trọng với đội.,這場比賽對球隊意義重大。,zhèchǎng bǐsài duì qiúduì yìyì zhòngdà 。
他擅长各种运动比赛。,Anh ta rất giỏi trong nhiều cuộc thi thể thao.,他擅長各種運動比賽。,tā shàncháng gèzhǒng yùndòng bǐsài 。
他们队在比赛中打败了对手。,Đội của họ đã đánh bại đối thủ trong cuộc thi.,他們隊在比賽中打敗了對手。,tāmen duì zài bǐsài zhōng dǎbài le duìshǒu 。
比赛结束后，他们互相拥抱祝贺。,"Sau cuộc thi, họ đã ôm chúc mừng nhau.",比賽結束後，他們互相擁抱祝賀。,bǐsài jiéshù hòu ， tāmen hùxiāng yōngbào zhùhè 。
他梦想参加全国性的比赛。,Anh ta mơ ước tham gia các cuộc thi toàn quốc.,他夢想參加全國性的比賽。,tā mèngxiǎng cānjiā quánguóxìng de bǐsài 。
这场比赛非常激烈，双方都不甘示弱。,"Trong cuộc thi này rất gay cấn, cả hai bên đều không chịu nhường lợi.",這場比賽非常激烈，雙方都不甘示弱。,zhèchǎng bǐsài fēicháng jīliè ， shuāngfāng dōu bùgānshìruò 。
他们正在为即将到来的比赛做准备。,Họ đang chuẩn bị cho cuộc thi sắp tới.,他們正在爲即將到來的比賽做準備。,tāmen zhèngzài wèi jíjiāng dàolái de bǐsài zuò zhǔnbèi 。
赠送你这张明信片，愿你心情愉快。,"Trao cho bạn lá postcard này, mong bạn vui vẻ.",贈送你這張明信片，願你心情愉快。,zèngsòng nǐ zhèzhāng míngxìnpiàn ， yuàn nǐ xīnqíngyúkuài 。
我赠你一本书，愿你从中受益。,"Tôi trao tặng bạn một cuốn sách, mong bạn có thể học hỏi từ đó.",我贈你一本書，願你從中受益。,wǒzèng nǐ yī běnshū ， yuàn nǐ cóngzhōng shòuyì 。
赠你一首歌，愿它带给你力量。,"Trao tặng bạn một bài hát, mong nó sẽ mang lại cho bạn sức mạnh.",贈你一首歌，願它帶給你力量。,zèng nǐ yīshǒugē ， yuàn tā dàigěi nǐ lìliàng 。
赠你一朵玫瑰，愿它带给你爱情。,"Trao tặng bạn một bông hồng, mong nó sẽ mang lại cho bạn tình yêu.",贈你一朵玫瑰，願它帶給你愛情。,zèng nǐ yī duǒméiguī ， yuàn tā dàigěi nǐ àiqíng 。
赠你一幅画，愿它带给你艺术的享受。,"Trao tặng bạn một bức tranh, mong nó sẽ mang lại cho bạn sự thưởng thức nghệ thuật.",贈你一幅畫，願它帶給你藝術的享受。,zèng nǐ yīfú huà ， yuàn tā dàigěi nǐ yìshù de xiǎngshòu 。
